sample_id,word_id,word,lemma,pos
phi0690.phi003.perseus-lat1.tb.xml@52,2,hanc,hic,DET
phi0690.phi003.perseus-lat1.tb.xml@52,3,de,de,ADP
phi0690.phi003.perseus-lat1.tb.xml@52,4,pectore,pectus,NOUN
phi0690.phi003.perseus-lat1.tb.xml@52,5,curam,cura,NOUN
phi0690.phi003.perseus-lat1.tb.xml@52,6,;,;,PUNCT
phi0690.phi003.perseus-lat1.tb.xml@53,1,sed,sed,CCONJ
phi0690.phi003.perseus-lat1.tb.xml@53,2,non,non,PART
phi0690.phi003.perseus-lat1.tb.xml@53,3,et,et,CCONJ
phi0690.phi003.perseus-lat1.tb.xml@53,4,venisse,venio,VERB
phi0690.phi003.perseus-lat1.tb.xml@53,5,volent,volo,VERB
phi0690.phi003.perseus-lat1.tb.xml@53,6,.,.,PUNCT
phi0690.phi003.perseus-lat1.tb.xml@55,1,Non,non,PART
phi0690.phi003.perseus-lat1.tb.xml@55,2,Simois,Simois,PROPN
phi0690.phi003.perseus-lat1.tb.xml@55,3,tibi,tu,PRON
phi0690.phi003.perseus-lat1.tb.xml@55,4,",",",",PUNCT
phi0690.phi003.perseus-lat1.tb.xml@55,5,nec,neque,CCONJ
phi0690.phi003.perseus-lat1.tb.xml@55,6,Xanthus,Xanthus,NOUN
phi0690.phi003.perseus-lat1.tb.xml@55,7,",",",",PUNCT
phi0690.phi003.perseus-lat1.tb.xml@55,8,nec,neque,CCONJ
phi0690.phi003.perseus-lat1.tb.xml@55,9,Dorica,Doricus,ADJ
phi0690.phi003.perseus-lat1.tb.xml@55,10,castra,castrum,NOUN
phi0690.phi003.perseus-lat1.tb.xml@55,11,defuerint,desum,VERB
phi0690.phi003.perseus-lat1.tb.xml@55,12,;,;,PUNCT
phi0690.phi003.perseus-lat1.tb.xml@56,1,alius,alius,DET
phi0690.phi003.perseus-lat1.tb.xml@56,2,Latio,Latium,PROPN
phi0690.phi003.perseus-lat1.tb.xml@56,3,iam,iam,ADV
phi0690.phi003.perseus-lat1.tb.xml@56,4,partus,pario,VERB
phi0690.phi003.perseus-lat1.tb.xml@56,5,Achilles,Achilles,PROPN
phi0690.phi003.perseus-lat1.tb.xml@56,6,",",",",PUNCT
phi0690.phi003.perseus-lat1.tb.xml@56,7,natus,nascor,VERB
phi0690.phi003.perseus-lat1.tb.xml@56,8,et,et,CCONJ
phi0690.phi003.perseus-lat1.tb.xml@56,9,ipse,ipse,DET
phi0690.phi003.perseus-lat1.tb.xml@56,10,dea,dea,NOUN
phi0690.phi003.perseus-lat1.tb.xml@56,11,;,;,PUNCT
phi0690.phi003.perseus-lat1.tb.xml@57,1,nec,neque,CCONJ
phi0690.phi003.perseus-lat1.tb.xml@57,2,Teucris,Teucer,PROPN
phi0690.phi003.perseus-lat1.tb.xml@57,3,addita,addo,VERB
phi0690.phi003.perseus-lat1.tb.xml@57,4,Iuno,Iuno,PROPN
phi0690.phi003.perseus-lat1.tb.xml@57,5,usquam,usquam,ADV
phi0690.phi003.perseus-lat1.tb.xml@57,6,aberit,absum,VERB
phi0690.phi003.perseus-lat1.tb.xml@57,7,;,;,PUNCT
phi0690.phi003.perseus-lat1.tb.xml@60,1,Tu,tu,PRON
phi0690.phi003.perseus-lat1.tb.xml@60,2,ne,ne,ADV
phi0690.phi003.perseus-lat1.tb.xml@60,3,cede,cedo,VERB
phi0690.phi003.perseus-lat1.tb.xml@60,4,malis,malus,ADJ
phi0690.phi003.perseus-lat1.tb.xml@60,5,",",",",PUNCT
phi0690.phi003.perseus-lat1.tb.xml@60,6,sed,sed,CCONJ
phi0690.phi003.perseus-lat1.tb.xml@60,7,contra,contra,ADV
phi0690.phi003.perseus-lat1.tb.xml@60,8,audentior,audeo,VERB
phi0690.phi003.perseus-lat1.tb.xml@60,9,ito,eo,VERB
phi0690.phi003.perseus-lat1.tb.xml@60,10,",",",",PUNCT
phi0690.phi003.perseus-lat1.tb.xml@60,11,qua,qua,ADV
phi0690.phi003.perseus-lat1.tb.xml@60,12,tua,tuus,DET
phi0690.phi003.perseus-lat1.tb.xml@60,13,te,tu,PRON
phi0690.phi003.perseus-lat1.tb.xml@60,14,Fortuna,fortuna,NOUN
phi0690.phi003.perseus-lat1.tb.xml@60,15,sinet,sino,VERB
phi0690.phi003.perseus-lat1.tb.xml@60,16,.,.,PUNCT
phi0690.phi003.perseus-lat1.tb.xml@63,1,ea,is,DET
phi0690.phi003.perseus-lat1.tb.xml@63,2,frena,frenum,NOUN
phi0690.phi003.perseus-lat1.tb.xml@63,3,furenti,furo,VERB
phi0690.phi003.perseus-lat1.tb.xml@63,4,concutit,concutio,VERB
phi0690.phi003.perseus-lat1.tb.xml@63,5,",",",",PUNCT
phi0690.phi003.perseus-lat1.tb.xml@63,6,et,et,CCONJ
phi0690.phi003.perseus-lat1.tb.xml@63,7,stimulos,stimulus,NOUN
phi0690.phi003.perseus-lat1.tb.xml@63,8,sub,sub,ADP
phi0690.phi003.perseus-lat1.tb.xml@63,9,pectore,pectus,NOUN
phi0690.phi003.perseus-lat1.tb.xml@63,10,vertit,verto,VERB
phi0690.phi003.perseus-lat1.tb.xml@63,11,Apollo,Apollo,PROPN
phi0690.phi003.perseus-lat1.tb.xml@63,12,.,.,PUNCT
phi0690.phi003.perseus-lat1.tb.xml@64,1,Ut,ut,SCONJ
phi0690.phi003.perseus-lat1.tb.xml@64,2,primum,primus,ADV
phi0690.phi003.perseus-lat1.tb.xml@64,3,cessit,cedo,VERB
phi0690.phi003.perseus-lat1.tb.xml@64,4,furor,furor,NOUN
phi0690.phi003.perseus-lat1.tb.xml@64,5,et,et,CCONJ
phi0690.phi003.perseus-lat1.tb.xml@64,6,rabida,rabidus,ADJ
phi0690.phi003.perseus-lat1.tb.xml@64,7,ora,os,NOUN
phi0690.phi003.perseus-lat1.tb.xml@64,8,quierunt,quiesco,VERB
phi0690.phi003.perseus-lat1.tb.xml@64,9,",",",",PUNCT
phi0690.phi003.perseus-lat1.tb.xml@64,10,incipit,incipio,VERB
phi0690.phi003.perseus-lat1.tb.xml@64,11,Aeneas,Aeneas,PROPN
phi0690.phi003.perseus-lat1.tb.xml@64,12,heros,heros,NOUN
phi0690.phi003.perseus-lat1.tb.xml@64,13,:,:,PUNCT
phi0690.phi003.perseus-lat1.tb.xml@66,1,omnia,omnis,DET
phi0690.phi003.perseus-lat1.tb.xml@66,2,praecepi,praecipio,VERB
phi0690.phi003.perseus-lat1.tb.xml@66,3,atque,atque,CCONJ
phi0690.phi003.perseus-lat1.tb.xml@66,4,animo,animus,NOUN
phi0690.phi003.perseus-lat1.tb.xml@66,5-6,mecum,_,_
phi0690.phi003.perseus-lat1.tb.xml@66,5,me,ego,PRON
phi0690.phi003.perseus-lat1.tb.xml@66,6,cum,cum,ADP
phi0690.phi003.perseus-lat1.tb.xml@66,7,ante,ante,ADV
phi0690.phi003.perseus-lat1.tb.xml@66,8,peregi,perago,VERB
phi0690.phi003.perseus-lat1.tb.xml@66,9,.,.,PUNCT
phi0690.phi003.perseus-lat1.tb.xml@67,1,Unum,unus,NUM
phi0690.phi003.perseus-lat1.tb.xml@67,2,oro,oro,VERB
phi0690.phi003.perseus-lat1.tb.xml@67,3,.,.,PUNCT
phi0690.phi003.perseus-lat1.tb.xml@69,1,doceas,doceo,VERB
phi0690.phi003.perseus-lat1.tb.xml@69,2,iter,iter,NOUN
phi0690.phi003.perseus-lat1.tb.xml@69,3,et,et,CCONJ
phi0690.phi003.perseus-lat1.tb.xml@69,4,sacra,sacer,ADJ
phi0690.phi003.perseus-lat1.tb.xml@69,5,ostia,ostium,NOUN
phi0690.phi003.perseus-lat1.tb.xml@69,6,pandas,pando,VERB
phi0690.phi003.perseus-lat1.tb.xml@69,7,.,.,PUNCT
phi0690.phi003.perseus-lat1.tb.xml@72,1,Quin,quin,SCONJ
phi0690.phi003.perseus-lat1.tb.xml@72,2,",",",",PUNCT
phi0690.phi003.perseus-lat1.tb.xml@72,3,ut,ut,SCONJ
phi0690.phi003.perseus-lat1.tb.xml@72,4,te,tu,PRON
phi0690.phi003.perseus-lat1.tb.xml@72,5,supplex,supplex,ADJ
phi0690.phi003.perseus-lat1.tb.xml@72,6,peterem,peto,VERB
phi0690.phi003.perseus-lat1.tb.xml@72,7,et,et,CCONJ
phi0690.phi003.perseus-lat1.tb.xml@72,8,tua,tuus,DET
phi0690.phi003.perseus-lat1.tb.xml@72,9,limina,limen,NOUN
phi0690.phi003.perseus-lat1.tb.xml@72,10,adirem,adeo,VERB
phi0690.phi003.perseus-lat1.tb.xml@72,11,",",",",PUNCT
phi0690.phi003.perseus-lat1.tb.xml@72,12,idem,idem,DET
phi0690.phi003.perseus-lat1.tb.xml@72,13,orans,oro,VERB
phi0690.phi003.perseus-lat1.tb.xml@72,14,mandata,mando,VERB
phi0690.phi003.perseus-lat1.tb.xml@72,15,dabat,do,VERB
phi0690.phi003.perseus-lat1.tb.xml@72,16,.,.,PUNCT
phi0690.phi003.perseus-lat1.tb.xml@78,1,noctes,nox,NOUN
phi0690.phi003.perseus-lat1.tb.xml@78,2,atque,atque,CCONJ
phi0690.phi003.perseus-lat1.tb.xml@78,3,dies,dies,NOUN
phi0690.phi003.perseus-lat1.tb.xml@78,4,patet,pateo,VERB
phi0690.phi003.perseus-lat1.tb.xml@78,5,atri,ater,ADJ
phi0690.phi003.perseus-lat1.tb.xml@78,6,ianua,ianua,NOUN
phi0690.phi003.perseus-lat1.tb.xml@78,7,Ditis,Dis,PROPN
phi0690.phi003.perseus-lat1.tb.xml@78,8,;,;,PUNCT
phi0690.phi003.perseus-lat1.tb.xml@80,1,Pauci,paucus,DET
phi0690.phi003.perseus-lat1.tb.xml@80,2,",",",",PUNCT
phi0690.phi003.perseus-lat1.tb.xml@80,3,quos,qui,PRON
phi0690.phi003.perseus-lat1.tb.xml@80,4,aequus,aequus,ADJ
phi0690.phi003.perseus-lat1.tb.xml@80,5,amavit,amo,VERB
phi0690.phi003.perseus-lat1.tb.xml@80,6,Iuppiter,Iuppiter,PROPN
phi0690.phi003.perseus-lat1.tb.xml@80,7,",",",",PUNCT
phi0690.phi003.perseus-lat1.tb.xml@80,8,aut,aut,CCONJ
phi0690.phi003.perseus-lat1.tb.xml@80,9,ardens,ardeo,VERB
phi0690.phi003.perseus-lat1.tb.xml@80,10,evexit,eveho,VERB
phi0690.phi003.perseus-lat1.tb.xml@80,11,ad,ad,ADP
phi0690.phi003.perseus-lat1.tb.xml@80,12,aethera,aether,NOUN
phi0690.phi003.perseus-lat1.tb.xml@80,13,virtus,virtus,NOUN
phi0690.phi003.perseus-lat1.tb.xml@80,14,",",",",PUNCT
phi0690.phi003.perseus-lat1.tb.xml@80,15,dis,deus,NOUN
phi0690.phi003.perseus-lat1.tb.xml@80,16,geniti,gigno,VERB
phi0690.phi003.perseus-lat1.tb.xml@80,17,potuere,possum,VERB
phi0690.phi003.perseus-lat1.tb.xml@80,18,.,.,PUNCT
phi0690.phi003.perseus-lat1.tb.xml@83,1,Latet,lateo,VERB
phi0690.phi003.perseus-lat1.tb.xml@83,2,arbore,arbor,NOUN
phi0690.phi003.perseus-lat1.tb.xml@83,3,opaca,opacus,ADJ
phi0690.phi003.perseus-lat1.tb.xml@83,4,aureus,aureus,ADJ
phi0690.phi003.perseus-lat1.tb.xml@83,5,et,et,CCONJ
phi0690.phi003.perseus-lat1.tb.xml@83,6,foliis,folium,NOUN
phi0690.phi003.perseus-lat1.tb.xml@83,7,et,et,CCONJ
phi0690.phi003.perseus-lat1.tb.xml@83,8,lento,lentus,ADJ
phi0690.phi003.perseus-lat1.tb.xml@83,9,vimine,vimen,NOUN
phi0690.phi003.perseus-lat1.tb.xml@83,10,ramus,ramus,NOUN
phi0690.phi003.perseus-lat1.tb.xml@83,11,",",",",PUNCT
phi0690.phi003.perseus-lat1.tb.xml@83,12,Iunoni,Iuno,PROPN
phi0690.phi003.perseus-lat1.tb.xml@83,13,infernae,infernus,ADJ
phi0690.phi003.perseus-lat1.tb.xml@83,14,dictus,dico,VERB
phi0690.phi003.perseus-lat1.tb.xml@83,15,sacer,sacer,ADJ
phi0690.phi003.perseus-lat1.tb.xml@83,16,;,;,PUNCT
phi0690.phi003.perseus-lat1.tb.xml@84,1,hunc,hic,DET
phi0690.phi003.perseus-lat1.tb.xml@84,2,tegit,tego,VERB
phi0690.phi003.perseus-lat1.tb.xml@84,3,omnis,omnis,DET
phi0690.phi003.perseus-lat1.tb.xml@84,4,lucus,lucus,NOUN
phi0690.phi003.perseus-lat1.tb.xml@84,5,",",",",PUNCT
phi0690.phi003.perseus-lat1.tb.xml@84,6,et,et,CCONJ
phi0690.phi003.perseus-lat1.tb.xml@84,7,obscuris,obscurus,ADJ
phi0690.phi003.perseus-lat1.tb.xml@84,8,claudunt,claudo,VERB
phi0690.phi003.perseus-lat1.tb.xml@84,9,convallibus,convallis,NOUN
phi0690.phi003.perseus-lat1.tb.xml@84,10,umbrae,umbra,NOUN
phi0690.phi003.perseus-lat1.tb.xml@84,11,.,.,PUNCT
phi0690.phi003.perseus-lat1.tb.xml@85,1,Sed,sed,CCONJ
phi0690.phi003.perseus-lat1.tb.xml@85,2,non,non,PART
phi0690.phi003.perseus-lat1.tb.xml@85,3,ante,ante,ADV
phi0690.phi003.perseus-lat1.tb.xml@85,4,datur,do,VERB
phi0690.phi003.perseus-lat1.tb.xml@85,5,telluris,tellus,NOUN
phi0690.phi003.perseus-lat1.tb.xml@85,6,operta,operio,VERB
phi0690.phi003.perseus-lat1.tb.xml@85,7,subire,subeo,VERB
phi0690.phi003.perseus-lat1.tb.xml@85,8,",",",",PUNCT
phi0690.phi003.perseus-lat1.tb.xml@85,9,auricomos,auricomus,ADJ
phi0690.phi003.perseus-lat1.tb.xml@85,10,quam,quam,ADV
phi0690.phi003.perseus-lat1.tb.xml@85,11,quis,quis,PRON
phi0690.phi003.perseus-lat1.tb.xml@85,12,decerpserit,decerpo,VERB
phi0690.phi003.perseus-lat1.tb.xml@85,13,arbore,arbor,NOUN
phi0690.phi003.perseus-lat1.tb.xml@85,14,fetus,fetus,NOUN
phi0690.phi003.perseus-lat1.tb.xml@85,15,.,.,PUNCT
phi0690.phi003.perseus-lat1.tb.xml@86,1,Hoc,hic,DET
phi0690.phi003.perseus-lat1.tb.xml@86,2,sibi,sui,PRON
phi0690.phi003.perseus-lat1.tb.xml@86,3,pulchra,pulcher,ADJ
phi0690.phi003.perseus-lat1.tb.xml@86,4,suum,suus,DET
phi0690.phi003.perseus-lat1.tb.xml@86,5,ferri,fero,VERB
phi0690.phi003.perseus-lat1.tb.xml@86,6,Proserpina,Proserpina,PROPN
phi0690.phi003.perseus-lat1.tb.xml@86,7,munus,munus,NOUN
phi0690.phi003.perseus-lat1.tb.xml@86,8,instituit,instituo,VERB
phi0690.phi003.perseus-lat1.tb.xml@86,9,.,.,PUNCT
phi0690.phi003.perseus-lat1.tb.xml@87,1,Primo,primus,ADJ
phi0690.phi003.perseus-lat1.tb.xml@87,2,avulso,avello,VERB
phi0690.phi003.perseus-lat1.tb.xml@87,3,non,non,PART
phi0690.phi003.perseus-lat1.tb.xml@87,4,deficit,deficio,VERB
phi0690.phi003.perseus-lat1.tb.xml@87,5,alter,alter,DET
phi0690.phi003.perseus-lat1.tb.xml@87,6,aureus,aureus,ADJ
phi0690.phi003.perseus-lat1.tb.xml@87,7,",",",",PUNCT
phi0690.phi003.perseus-lat1.tb.xml@87,8,et,et,CCONJ
phi0690.phi003.perseus-lat1.tb.xml@87,9,simili,similis,ADJ
phi0690.phi003.perseus-lat1.tb.xml@87,10,frondescit,frondesco,VERB
phi0690.phi003.perseus-lat1.tb.xml@87,11,virga,virga,NOUN
phi0690.phi003.perseus-lat1.tb.xml@87,12,metallo,metallum,NOUN
phi0690.phi003.perseus-lat1.tb.xml@87,13,.,.,PUNCT
phi0690.phi003.perseus-lat1.tb.xml@88,1,Ergo,ergo,ADV
phi0690.phi003.perseus-lat1.tb.xml@88,2,alte,altus,ADV
phi0690.phi003.perseus-lat1.tb.xml@88,3,vestiga,vestigo,VERB
phi0690.phi003.perseus-lat1.tb.xml@88,4,oculis,oculus,NOUN
phi0690.phi003.perseus-lat1.tb.xml@88,5,",",",",PUNCT
phi0690.phi003.perseus-lat1.tb.xml@88,6,et,et,CCONJ
phi0690.phi003.perseus-lat1.tb.xml@88,7,rite,rite,ADV
phi0690.phi003.perseus-lat1.tb.xml@88,8,repertum,reperio,VERB
phi0690.phi003.perseus-lat1.tb.xml@88,9,carpe,carpo,VERB
phi0690.phi003.perseus-lat1.tb.xml@88,10,manu,manus,NOUN
phi0690.phi003.perseus-lat1.tb.xml@88,11,;,;,PUNCT
phi0690.phi003.perseus-lat1.tb.xml@90,1,aliter,alius,ADV
phi0690.phi003.perseus-lat1.tb.xml@90,2,non,non,PART
phi0690.phi003.perseus-lat1.tb.xml@90,3,viribus,vis,NOUN
phi0690.phi003.perseus-lat1.tb.xml@90,4,ullis,ullus,DET
phi0690.phi003.perseus-lat1.tb.xml@90,5,vincere,vinco,VERB
phi0690.phi003.perseus-lat1.tb.xml@90,6,",",",",PUNCT
phi0690.phi003.perseus-lat1.tb.xml@90,7,nec,neque,CCONJ
phi0690.phi003.perseus-lat1.tb.xml@90,8,duro,durus,ADJ
phi0690.phi003.perseus-lat1.tb.xml@90,9,poteris,possum,VERB
phi0690.phi003.perseus-lat1.tb.xml@90,10,convellere,convello,VERB
phi0690.phi003.perseus-lat1.tb.xml@90,11,ferro,ferrum,NOUN
phi0690.phi003.perseus-lat1.tb.xml@90,12,.,.,PUNCT
phi0690.phi003.perseus-lat1.tb.xml@92,1,Sedibus,sedes,NOUN
phi0690.phi003.perseus-lat1.tb.xml@92,2,hunc,hic,DET
phi0690.phi003.perseus-lat1.tb.xml@92,3,refer,refero,VERB
phi0690.phi003.perseus-lat1.tb.xml@92,4,ante,ante,ADV
phi0690.phi003.perseus-lat1.tb.xml@92,5,suis,suus,DET
phi0690.phi003.perseus-lat1.tb.xml@92,6,et,et,CCONJ
phi0690.phi003.perseus-lat1.tb.xml@92,7,conde,condo,VERB
phi0690.phi003.perseus-lat1.tb.xml@92,8,sepulchro,sepulcrum,NOUN
phi0690.phi003.perseus-lat1.tb.xml@92,9,.,.,PUNCT
phi0690.phi003.perseus-lat1.tb.xml@93,1,Duc,duco,VERB
phi0690.phi003.perseus-lat1.tb.xml@93,2,nigras,niger,ADJ
phi0690.phi003.perseus-lat1.tb.xml@93,3,pecudes,pecus,NOUN
phi0690.phi003.perseus-lat1.tb.xml@93,4,;,;,PUNCT
phi0690.phi003.perseus-lat1.tb.xml@94,1,ea,is,PRON
phi0690.phi003.perseus-lat1.tb.xml@94,2,prima,primus,ADJ
phi0690.phi003.perseus-lat1.tb.xml@94,3,piacula,piaculum,NOUN
phi0690.phi003.perseus-lat1.tb.xml@94,4,sunto,sum,AUX
phi0690.phi003.perseus-lat1.tb.xml@94,5,:,:,PUNCT
phi0690.phi003.perseus-lat1.tb.xml@95,1,sic,sic,ADV
phi0690.phi003.perseus-lat1.tb.xml@95,2,demum,demum,ADV
phi0690.phi003.perseus-lat1.tb.xml@95,3,lucos,lucus,NOUN
phi0690.phi003.perseus-lat1.tb.xml@95,4,Stygis,Styx,PROPN
phi0690.phi003.perseus-lat1.tb.xml@95,5,et,et,CCONJ
phi0690.phi003.perseus-lat1.tb.xml@95,6,regna,regnum,NOUN
phi0690.phi003.perseus-lat1.tb.xml@95,7,invia,invius,ADJ
phi0690.phi003.perseus-lat1.tb.xml@95,8,vivis,vivus,ADJ
phi0690.phi003.perseus-lat1.tb.xml@95,9,aspicies,aspicio,VERB
phi0690.phi003.perseus-lat1.tb.xml@95,10,.,.,PUNCT
phi0690.phi003.perseus-lat1.tb.xml@95,11,',',PUNCT
phi0690.phi003.perseus-lat1.tb.xml@98,1,Cui,qui,PRON
phi0690.phi003.perseus-lat1.tb.xml@98,2,fidus,fidus,ADJ
phi0690.phi003.perseus-lat1.tb.xml@98,3,Achates,Achates,PROPN
phi0690.phi003.perseus-lat1.tb.xml@98,4,it,eo,VERB
phi0690.phi003.perseus-lat1.tb.xml@98,5,comes,comes,NOUN
phi0690.phi003.perseus-lat1.tb.xml@98,6,",",",",PUNCT
phi0690.phi003.perseus-lat1.tb.xml@98,7,et,et,CCONJ
phi0690.phi003.perseus-lat1.tb.xml@98,8,paribus,par,ADJ
phi0690.phi003.perseus-lat1.tb.xml@98,9,curis,cura,NOUN
phi0690.phi003.perseus-lat1.tb.xml@98,10,vestigia,vestigium,NOUN
phi0690.phi003.perseus-lat1.tb.xml@98,11,figit,figo,VERB
phi0690.phi003.perseus-lat1.tb.xml@98,12,.,.,PUNCT
phi0690.phi003.perseus-lat1.tb.xml@101,1,Hectoris,Hector,PROPN
phi0690.phi003.perseus-lat1.tb.xml@101,2,hic,hic,DET
phi0690.phi003.perseus-lat1.tb.xml@101,3,magni,magnus,ADJ
phi0690.phi003.perseus-lat1.tb.xml@101,4,fuerat,sum,AUX
phi0690.phi003.perseus-lat1.tb.xml@101,5,comes,comes,NOUN
phi0690.phi003.perseus-lat1.tb.xml@101,6,",",",",PUNCT
phi0690.phi003.perseus-lat1.tb.xml@101,7,Hectora,Hector,PROPN
phi0690.phi003.perseus-lat1.tb.xml@101,8,circum,circum,ADP
phi0690.phi003.perseus-lat1.tb.xml@101,9,et,et,CCONJ
phi0690.phi003.perseus-lat1.tb.xml@101,10,lituo,lituus,NOUN
phi0690.phi003.perseus-lat1.tb.xml@101,11,pugnas,pugna,NOUN
phi0690.phi003.perseus-lat1.tb.xml@101,12,insignis,insignis,ADJ
phi0690.phi003.perseus-lat1.tb.xml@101,13,obibat,obeo,VERB
phi0690.phi003.perseus-lat1.tb.xml@101,14,et,et,CCONJ
phi0690.phi003.perseus-lat1.tb.xml@101,15,hasta,hasta,NOUN
phi0690.phi003.perseus-lat1.tb.xml@101,16,:,:,PUNCT
phi0690.phi003.perseus-lat1.tb.xml@102,1,postquam,postquam,SCONJ
phi0690.phi003.perseus-lat1.tb.xml@102,2,illum,ille,DET
phi0690.phi003.perseus-lat1.tb.xml@102,3,vita,vita,NOUN
phi0690.phi003.perseus-lat1.tb.xml@102,4,victor,victor,NOUN
phi0690.phi003.perseus-lat1.tb.xml@102,5,spoliavit,spolio,VERB
phi0690.phi003.perseus-lat1.tb.xml@102,6,Achilles,Achilles,PROPN
phi0690.phi003.perseus-lat1.tb.xml@102,7,",",",",PUNCT
phi0690.phi003.perseus-lat1.tb.xml@102,8,Dardanio,Dardanius,ADJ
phi0690.phi003.perseus-lat1.tb.xml@102,9,Aeneae,Aeneas,PROPN
phi0690.phi003.perseus-lat1.tb.xml@102,10,sese,sui,PRON
phi0690.phi003.perseus-lat1.tb.xml@102,11,fortissimus,fortis,ADJ
phi0690.phi003.perseus-lat1.tb.xml@102,12,heros,heros,NOUN
phi0690.phi003.perseus-lat1.tb.xml@102,13,addiderat,addo,VERB
