"","Gloss","GlossID","WordID","Word","POS","Analysis","Lemma","Language","Glossing","GlossingID","Manuscript"
"","BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'","BCr.27b03","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.20","uerbi","NOUN","gen.sg.neut.","uerbum","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BCr"
"","BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'","BCr.27b03","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.21","genus","NOUN","acc.sg.neut.","genus","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BCr"
"","BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'","BCr.27b03","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.22","hic","DET","nom.sg.neut.","hic","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BCr"
"","BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'","BCr.27b03","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.23","uerbi","NOUN","gen.sg.neut.","uerbum","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BCr"
"","BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'","BCr.27b03","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.24","genus","NOUN","acc.sg.neut.","genus","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BCr"
"","BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'","BCr.27b03","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.25","ambiguum","ADJ","acc.sg.neut.pos.","ambiguus","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BCr"
"","BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'","BCr.27b03","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.26","quidam","PRON","nom.pl.masc.","quidam","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BCr"
"","BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'","BCr.27b03","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.27","doctorum","NOUN","gen.pl.masc.","doctor","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BCr"
"","BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'","BCr.27b03","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.28","existimant","VERB","3pl.pres.ind.act.","existimo","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BCr"
"","BVi.01a18.05: fithissi absida .graece. circulus interpretatur    'circular courses; in Greek, circle is translated as apside'","BVi.01a18.05","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a18.05.2","absida","NOUN","nom.sg.fem.","absida","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BVi"
"","BVi.01a18.05: fithissi absida .graece. circulus interpretatur    'circular courses; in Greek, circle is translated as apside'","BVi.01a18.05","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a18.05.3","graece","ADV","","graece","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BVi"
"","BVi.01a18.05: fithissi absida .graece. circulus interpretatur    'circular courses; in Greek, circle is translated as apside'","BVi.01a18.05","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a18.05.4","circulus","NOUN","nom.sg.masc.","circulus","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BVi"
"","BVi.01a18.05: fithissi absida .graece. circulus interpretatur    'circular courses; in Greek, circle is translated as apside'","BVi.01a18.05","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a18.05.5","interpretatur","VERB","3sg.pres.ind.pass.","interpretor","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BVi"
"","Sg.55.32: id est. absida graece interpretatur lucida.    'i.e. in Greek absida is translated as bright'","Sg.55.32","http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.32.0","idest","","",".i.","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","Sg"
"","Sg.55.32: id est. absida graece interpretatur lucida.    'i.e. in Greek absida is translated as bright'","Sg.55.32","http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.32.1","absida","NOUN","nom.sg.fem.","absida","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","Sg"
"","Sg.55.32: id est. absida graece interpretatur lucida.    'i.e. in Greek absida is translated as bright'","Sg.55.32","http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.32.2","graece","ADV","","graece","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","Sg"
"","Sg.55.32: id est. absida graece interpretatur lucida.    'i.e. in Greek absida is translated as bright'","Sg.55.32","http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.32.3","interpretatur","VERB","3sg.pres.ind.pass.","interpretor","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","Sg"
"","Sg.55.32: id est. absida graece interpretatur lucida.    'i.e. in Greek absida is translated as bright'","Sg.55.32","http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.32.4","lucida","ADJ","nom.sg.fem.pos.","lucidus","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","Sg"
"","Ang.50a09c: aiunt    'they say'","Ang.50a09c","http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a09c.0","aiunt","VERB","3pl.pres.ind.act.","aio","la","gl. uerumShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_36a","Ang"
"","BVi.01a20: aiunt    'they say'","BVi.01a20","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a20.0","aiunt","VERB","3pl.pres.ind.act.","aio","la","gl. uerumShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_36a","BVi"
"","Ang.50a09e: lunae    'moon'","Ang.50a09e","http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a09e.0","lunae","NOUN","dat.sg.fem.","luna","la","gl. eiShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_37a","Ang"
"","BVi.01a21: lune    'moon'","BVi.01a21","http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a21.0","lune","NOUN","dat.sg.fem.","luna","la","gl. eiShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_37a","BVi"
"","Ang.50a11b: utfit lucerna contra corpus hominis    'as is the case when a lamp (is positioned) against the body of a man'","Ang.50a11b","http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a11b.0","ut","SCONJ","","ut","la","gl. lux corporeShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_298_40a","Ang"
