sample_id,word_id,word,lemma_gold,pos_gold,lemma_pred,pos_pred
dev-s341,13,ad,ad,ADP,ad,ADP
dev-s355,15,ad,ad,ADP,ad,ADP
dev-s368,13,ad,ad,ADP,ad,ADP
dev-s368,25,per,per,ADP,per,ADP
dev-s378,18,in,in,ADP,in,ADP
dev-s378,66,",",",",PUNCT,",",PUNCT
dev-s378,76,",",",",PUNCT,",",PUNCT
dev-s378,95,",",",",PUNCT,",",PUNCT
dev-s378,106,et,et,CCONJ,et,CCONJ
dev-s379,20,et,et,CCONJ,et,CCONJ
dev-s395,20,et,et,CCONJ,et,CCONJ
dev-s403,26,",",",",PUNCT,",",PUNCT
dev-s404,4,et,et,CCONJ,et,CCONJ
dev-s405,21,",",",",PUNCT,",",PUNCT
dev-s405,26,et,et,CCONJ,et,CCONJ
dev-s412,45,",",",",PUNCT,",",PUNCT
dev-s412,67,",",",",PUNCT,",",PUNCT
dev-s427,26,",",",",PUNCT,",",PUNCT
dev-s445,23,",",",",PUNCT,",",PUNCT
dev-s448,12,ad,ad,ADP,ad,ADP
dev-s448,23,per,per,ADP,per,ADP
dev-s449,9,per,per,ADP,per,ADP
dev-s462,100,et,et,CCONJ,et,CCONJ
dev-s463,73,",",",",PUNCT,",",PUNCT
dev-s463,76,tenet,teneo,VERB,teneo,VERB
dev-s463,77,in,in,ADP,in,ADP
dev-s463,90,",",",",PUNCT,",",PUNCT
dev-s470,9,",",",",PUNCT,",",PUNCT
dev-s489,8,ad,ad,ADP,ad,ADP
dev-s490,10,per,per,ADP,per,ADP
dev-s501,22,",",",",PUNCT,",",PUNCT
dev-s503,61,",",",",PUNCT,",",PUNCT
dev-s504,9,ad,ad,ADP,ad,ADP
dev-s520,7,uno,unus,DET,unus,NUM
dev-s520,16,et,et,CCONJ,et,CCONJ
dev-s525,29,",",",",PUNCT,",",PUNCT
dev-s526,78,in,in,ADP,in,ADP
dev-s526,81,in,in,ADP,in,ADP
dev-s549,11,ad,ad,ADP,ad,ADP
dev-s550,37,non,non,PART,non,ADV
dev-s562,15,et,et,CCONJ,et,CCONJ
dev-s568,56,",",",",PUNCT,",",PUNCT
dev-s568,58,",",",",PUNCT,",",PUNCT
dev-s569,60,",",",",PUNCT,",",PUNCT
dev-s571,12,ad,ad,ADP,ad,ADP
dev-s571,23,per,per,ADP,per,ADP
dev-s586,12,",",",",PUNCT,",",PUNCT
dev-s586,96,",",",",PUNCT,",",PUNCT
dev-s587,64,et,et,CCONJ,et,CCONJ
dev-s587,69,et,et,CCONJ,et,CCONJ
dev-s588,12,ad,ad,ADP,ad,ADP
dev-s588,23,per,per,ADP,per,ADP
dev-s624,27,",",",",PUNCT,",",PUNCT
dev-s640,61,et,et,CCONJ,et,CCONJ
dev-s641,46,",",",",PUNCT,",",PUNCT
dev-s641,56,uno,unus,DET,unus,NUM
dev-s649,12,uno,unus,DET,unus,NUM
dev-s675,22,",",",",PUNCT,",",PUNCT
dev-s677,15,ad,ad,ADP,ad,ADP
dev-s677,26,per,per,ADP,per,ADP
dev-s690,67,",",",",PUNCT,",",PUNCT
dev-s694,31,",",",",PUNCT,",",PUNCT
dev-s713,22,",",",",PUNCT,",",PUNCT
dev-s726,29,",",",",PUNCT,",",PUNCT
dev-s742,10,",",",",PUNCT,",",PUNCT
dev-s748,80,uno,unus,DET,unus,NUM
dev-s750,18,",",",",PUNCT,",",PUNCT
dev-s753,44,et,et,CCONJ,et,CCONJ
dev-s753,51,in,in,ADP,in,ADP
dev-s784,14,ad,ad,ADP,ad,ADP
dev-s784,25,per,per,ADP,per,ADP
dev-s793,12,",",",",PUNCT,",",PUNCT
dev-s796,73,ad,ad,ADP,ad,ADP
dev-s799,21,et,et,CCONJ,et,CCONJ
dev-s811,14,",",",",PUNCT,",",PUNCT
dev-s811,59,",",",",PUNCT,",",PUNCT
dev-s811,65,sancti,sanctus,ADJ,sanctus,ADJ
dev-s813,14,ad,ad,ADP,ad,ADP
dev-s813,21,sancti,sanctus,ADJ,sanctus,ADJ
dev-s827,18,sancti,sanctus,ADJ,sanctus,ADJ
dev-s827,28,",",",",PUNCT,",",PUNCT
dev-s827,52,sancti,sanctus,ADJ,sanctus,ADJ
dev-s828,26,per,per,ADP,per,ADP
dev-s828,29,per,per,ADP,per,ADP
dev-s828,32,per,per,ADP,per,ADP
dev-s828,56,non,non,PART,non,ADV
dev-s828,81,sancti,sanctus,ADJ,sanctus,ADJ
dev-s828,108,ad,ad,ADP,ad,ADP
dev-s828,139,in,in,ADP,in,ADP
dev-s838,22,",",",",PUNCT,",",PUNCT
dev-s841,9,ad,ad,ADP,ad,ADP
