sample_id,word_id_gold,word_gold,lemma_gold,pos_gold,token_idx,word_id_pred,word_pred,lemma_pred,pos_pred,word_match,pos_match?,lemma_match?,lemma_sim?
Ang.50a02c,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a02c.5,hoc,hic,DET,5,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a02c.8,hoc,hic,PRON,True,False,True,1.0
Ang.50a02c,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a02c.6,tempore,tempus,NOUN,6,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a02c.9,tempore,tempus,NOUN,True,True,True,1.0
BVi.01a19a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a19a.0,uel,uel,CCONJ,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a19a.3,uel,uel,SCONJ,True,False,True,1.0
BVi.01a19a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a19a.1,absida,absida,NOUN,1,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a19a.4,absida,absidus,ADJ,True,False,False,0.7692307692307693
BVi.01a19a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a19a.2,sedes,sedes,NOUN,2,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a19a.5,sedes,sedeo,VERB,True,False,False,0.8
BVi.01a19a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a19a.3,episcopalis,episcopalis,ADJ,3,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a19a.6,episcopalis,episcopalis,ADJ,True,True,True,1.0
BVi.01a19a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a19a.4,et,et,CCONJ,4,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a19a.7,et,et,CCONJ,True,True,True,1.0
BVi.01a19a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a19a.5,?,nan,nan,5,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a19a.8,?,?,PUNCT,True,False,False,0.0
BVi.01a19a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a19a.6,graecus,graecus,NOUN,6,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a19a.9,graecus,graecus,NOUN,True,True,True,1.0
BVi.01a19a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a19a.7,et,et,CCONJ,7,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a19a.10,et,et,CCONJ,True,True,True,1.0
BVi.01a19a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a19a.8,interpretatur,interpretor,VERB,8,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a19a.11,interpretatur,interpretor,VERB,True,True,True,1.0
BVi.01a19a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a19a.9,splendida,splendidus,ADJ,9,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a19a.12,splendida,splendida,NOUN,True,False,False,0.8421052631578947
BCr.27a53,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27a53.0,apparent,appareo,VERB,0,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27a53.3,apparent,appareo,VERB,True,True,True,1.0
BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.0,idest,idest,nan,0,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.3,idest,idest,ADV,True,False,True,1.0
BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.01,absida,absida,NOUN,1,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.4,absida,absidus,ADJ,True,False,False,0.7692307692307693
BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.02,graece,graece,ADV,2,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.5,graece,graece,ADV,True,True,True,1.0
BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.03,interpretatur,interpretor,VERB,3,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.6,interpretatur,interpretor,VERB,True,True,True,1.0
BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.04,lucida,lucidus,ADJ,4,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.7,lucida,lucidus,ADJ,True,True,True,1.0
BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.05,eo,is,PRON,5,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.8,eo,is,PRON,True,True,True,1.0
BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.06,quorum,qui,PRON,6,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.9,quorum,qui,PRON,True,True,True,1.0
BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.07,lumine,lumen,NOUN,7,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.10,lumine,lumen,NOUN,True,True,True,1.0
BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.08,accepto,accipio,VERB,8,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.11,accepto,accipio,VERB,True,True,True,1.0
BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.09,per,per,ADP,9,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.12,per,per,ADP,True,True,True,1.0
BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.10,arcam,arca,NOUN,10,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.13,arcam,arca,NOUN,True,True,True,1.0
BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.11,resplendeat,resplendeo,VERB,11,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.14,resplendeat,resplendeo,VERB,True,True,True,1.0
BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.12,sed,sed,CCONJ,12,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.15,sed,sed,CCONJ,True,True,True,1.0
BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.13,utrum,utrum,ADV,13,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.16,utrum,utrum,ADV,True,True,True,1.0
BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.14,absidam,absida,NOUN,14,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.17,absidam,absidam,ADJ,True,False,False,0.9230769230769231
BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.15,an,an,CCONJ,15,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.18,an,an,SCONJ,True,False,True,1.0
BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.16,absidam,absida,NOUN,16,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.19,absidam,absidam,PRON,True,False,False,0.9230769230769231
BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.17,dicere,dico,VERB,17,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.20,dicere,dico,VERB,True,True,True,1.0
BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.18,debemus,debeo,VERB,18,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.21,debemus,debeo,VERB,True,True,True,1.0
BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.19,hic,hic,DET,19,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.22,hic,hic,PRON,True,False,True,1.0
BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.20,uerbi,uerbum,NOUN,20,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.23,uerbi,uerbi,NOUN,True,True,False,0.7272727272727273
BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.21,genus,genus,NOUN,21,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.24,genus,genus,NOUN,True,True,True,1.0
BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.22,hic,hic,DET,22,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.25,hic,hic,ADV,True,False,True,1.0
BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.23,uerbi,uerbum,NOUN,23,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.26,uerbi,uerbi,ADV,True,False,False,0.7272727272727273
BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.24,genus,genus,NOUN,24,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.27,genus,genus,NOUN,True,True,True,1.0
BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.25,ambiguum,ambiguus,ADJ,25,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.28,ambiguum,ambigus,NOUN,True,False,False,0.9333333333333333
BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.26,quidam,quidam,PRON,26,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.29,quidam,quidam,PRON,True,True,True,1.0
BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.27,doctorum,doctor,NOUN,27,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.30,doctorum,doco,NOUN,True,True,False,0.8
BCr.27b03,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.28,existimant,existimo,VERB,28,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.31,existimant,existimo,VERB,True,True,True,1.0
BVi.01a18.05,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a18.05.2,absida,absida,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a18.05.3,absida,absidus,NOUN,True,True,False,0.7692307692307693
BVi.01a18.05,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a18.05.3,graece,graece,ADV,1,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a18.05.4,graece,graece,ADV,True,True,True,1.0
BVi.01a18.05,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a18.05.4,circulus,circulus,NOUN,2,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a18.05.5,circulus,circulus,NOUN,True,True,True,1.0
BVi.01a18.05,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a18.05.5,interpretatur,interpretor,VERB,3,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a18.05.6,interpretatur,interpretor,VERB,True,True,True,1.0
Sg.55.32,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.32.0,idest,idest,nan,0,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.32.3,idest,idest,ADV,True,False,True,1.0
Sg.55.32,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.32.1,absida,absida,NOUN,1,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.32.4,absida,absidus,ADJ,True,False,False,0.7692307692307693
Sg.55.32,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.32.2,graece,graece,ADV,2,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.32.5,graece,graece,ADV,True,True,True,1.0
Sg.55.32,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.32.3,interpretatur,interpretor,VERB,3,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.32.6,interpretatur,interpretor,VERB,True,True,True,1.0
Sg.55.32,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.32.4,lucida,lucidus,ADJ,4,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.32.7,lucida,lucidus,ADJ,True,True,True,1.0
Ang.50a09c,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a09c.0,aiunt,aio,VERB,0,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a09c.3,aiunt,ajo,VERB,True,True,False,0.6666666666666666
BVi.01a20,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a20.0,aiunt,aio,VERB,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a20.3,aiunt,ajo,VERB,True,True,False,0.6666666666666666
Ang.50a09e,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a09e.0,lunae,luna,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a09e.3,lunae,luna,NOUN,True,True,True,1.0
BVi.01a21,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a21.0,lune,luna,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a21.3,lune,lu,NOUN,True,True,False,0.6666666666666666
Ang.50a11b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a11b.0,ut,ut,SCONJ,0,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a11b.3,ut,ut,SCONJ,True,True,True,1.0
Ang.50a11b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a11b.1,fit,facio,VERB,1,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a11b.4,fit,facio,VERB,True,True,True,1.0
Ang.50a11b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a11b.2,lucerna,lucerna,NOUN,2,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a11b.5,lucerna,lucerna,NOUN,True,True,True,1.0
Ang.50a11b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a11b.3,contra,contra,ADP,3,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a11b.6,contra,contra,ADP,True,True,True,1.0
Ang.50a11b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a11b.4,corpus,corpus,NOUN,4,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a11b.7,corpus,corpus,NOUN,True,True,True,1.0
Ang.50a11b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a11b.5,hominis,homo,NOUN,5,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a11b.8,hominis,homo,NOUN,True,True,True,1.0
BCr.27b06,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b06.0,ut,ut,SCONJ,0,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b06.3,ut,ut,SCONJ,True,True,True,1.0
BCr.27b06,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b06.1,fit,facio,VERB,1,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b06.4,fit,facio,VERB,True,True,True,1.0
BCr.27b06,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b06.2,candela,candela,NOUN,2,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b06.5,candela,candela,NOUN,True,True,True,1.0
BCr.27b06,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b06.3,contra,contra,ADP,3,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b06.6,contra,contra,ADP,True,True,True,1.0
BCr.27b06,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b06.4,corpus,corpus,NOUN,4,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b06.7,corpus,corpus,NOUN,True,True,True,1.0
BCr.27b06,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b06.5,hominis,homo,NOUN,5,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b06.8,hominis,homo,NOUN,True,True,True,1.0
BVi.01a28,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a28.0,ut,ut,SCONJ,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a28.3,ut,ut,SCONJ,True,True,True,1.0
BVi.01a28,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a28.1,lucerna,lucerna,NOUN,1,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a28.4,lucerna,lucerna,NOUN,True,True,True,1.0
BVi.01a28,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a28.2,fit,facio,VERB,2,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a28.5,fit,facio,VERB,True,True,True,1.0
Sg.55.38,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.38.0,idest,idest,nan,0,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.38.3,idest,idest,ADV,True,False,True,1.0
Sg.55.38,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.38.1,ut,ut,SCONJ,1,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.38.4,ut,ut,SCONJ,True,True,True,1.0
Sg.55.38,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.38.2,fit,facio,VERB,2,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.38.5,fit,facio,VERB,True,True,True,1.0
Sg.55.38,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.38.3,candela,candela,NOUN,3,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.38.6,candela,candela,NOUN,True,True,True,1.0
Sg.55.38,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.38.4,contra,contra,ADP,4,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.38.7,contra,contra,ADP,True,True,True,1.0
Sg.55.38,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.38.5,corpus,corpus,NOUN,5,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.38.8,corpus,corpus,NOUN,True,True,True,1.0
Sg.55.38,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.38.6,hominis,homo,NOUN,6,http://gams.uni-graz.at/o:glossvibe.bvi#Sg.55.38.9,hominis,homo,NOUN,True,True,True,1.0
Ang.50a14c,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a14c.0,paulatim,paulatim,ADV,0,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a14c.3,paulatim,paulatim,ADV,True,True,True,1.0
BVi.01a30,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a30.0,paulatim,paulatim,ADV,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a30.3,paulatim,paulatim,ADV,True,True,True,1.0
Ang.50a20,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a20.0,cupida,auara,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a20.3,cupida,cupida,NOUN,True,True,False,0.18181818181818182
Ang.50a20,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a20.1,auara,cupidus,ADJ,1,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a20.4,auara,auara,NOUN,True,False,False,0.16666666666666666
BCr.27b23a,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b23a.0,idest,idest,nan,0,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b23a.3,idest,idest,ADV,True,False,True,1.0
BCr.27b23a,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b23a.1,auara,auara,NOUN,1,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b23a.4,auara,auara,NOUN,True,True,True,1.0
BVi.01a38,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a38.0,auara,auara,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a38.3,auara,auara,NOUN,True,True,True,1.0
BVi.01a38,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a38.1,cupida,cupidus,ADJ,1,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a38.4,cupida,cupida,NOUN,True,False,False,0.7692307692307693
BCr.27b28,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b28.0,idest,idest,nan,0,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b28.3,idest,idest,ADV,True,False,True,1.0
BCr.27b28,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b28.1,quaerere,quaero,VERB,1,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b28.4,quaerere,quaerere,VERB,True,True,False,0.7142857142857143
BVi.01a45,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a45.0,cetera,ceterus,DET,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a45.3,cetera,ceterus,PRON,True,False,True,1.0
Ang.50a25b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a25b.0,apud,apud,ADP,0,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a25b.3,apud,apud,ADP,True,True,True,1.0
Ang.50a25b,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a25b.1,scithas,scythae,NOUN,1,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a25b.4,scithas,scithic,NOUN,True,True,False,0.5714285714285714
BCr.27b34,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b34.0,apud,apud,ADP,0,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b34.3,apud,apud,ADP,True,True,True,1.0
BCr.27b34,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b34.1,scithios,scythae,NOUN,1,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b34.4,scithios,scithius,NOUN,True,True,False,0.5333333333333333
BVi.01a46a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a46a.0,idest,idest,nan,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a46a.3,idest,idest,ADV,True,False,True,1.0
BVi.01a46a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a46a.1,apud,apud,ADP,1,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a46a.4,apud,apud,ADP,True,True,True,1.0
BVi.01a46a,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a46a.2,scithas,scythae,NOUN,2,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a46a.5,scithas,scithic,NOUN,True,True,False,0.5714285714285714
Ang.50a26a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a26a.0,causa,causa,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a26a.3,causa,causa,NOUN,True,True,True,1.0
Ang.50a26a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a26a.1,diei,dies,NOUN,1,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a26a.4,diei,dieum,NOUN,True,True,False,0.6666666666666666
Ang.50a26a,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a26a.2,modici,modicus,ADJ,2,http://gams.uni-graz.at/o:glossvibe.bvi#Ang.50a26a.5,modici,modicus,ADJ,True,True,True,1.0
BCr.27b35,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b35.0,causa,causa,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b35.3,causa,causa,NOUN,True,True,True,1.0
BCr.27b35,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b35.1,diei,dies,NOUN,1,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b35.4,diei,dieum,NOUN,True,True,False,0.6666666666666666
BCr.27b35,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b35.2,modici,modicus,ADJ,2,http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b35.5,modici,modicus,ADJ,True,True,True,1.0
BVi.01a46b,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a46b.0,causa,causa,NOUN,0,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a46b.3,causa,causa,NOUN,True,True,True,1.0
BVi.01a46b,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a46b.1,diei,dies,NOUN,1,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a46b.4,diei,dieum,NOUN,True,True,False,0.6666666666666666
BVi.01a46b,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a46b.2,modici,modicus,ADJ,2,http://gams.uni-graz.at/o:glossvibe.bvi#BVi.01a46b.5,modici,modicus,ADJ,True,True,True,1.0
