sample_id,word_id,word,lemma_gold,pos_gold,lemma_pred,pos_pred
dev-s568,6,mihi,ego,PRON,ego,PRON
dev-s568,7,id,is,PRON,is,PRON
dev-s568,8,est,sum,AUX,sum,AUX
dev-s568,9,res,res,NOUN,res,NOUN
dev-s568,10,illa,ille,DET,ille,DET
dev-s568,11,in,in,ADP,in,ADP
dev-s568,12,suprascripto,suprascriptus,DET,suprascripo,VERB
dev-s568,13,loco,locus,NOUN,locus,NOUN
dev-s568,14,et,et,CCONJ,et,CCONJ
dev-s568,15,finibus,finis,NOUN,finis,NOUN
dev-s568,16,Campo,campus,PROPN,campus,NOUN
dev-s568,17,Maiore,magnus,ADJ,magnus,ADJ
dev-s568,18,ubi,ubi,ADV,ubi,SCONJ
dev-s568,19,vocatur,uoco,VERB,voco,VERB
dev-s568,20,ad,ad,ADP,ad,ADP
dev-s568,21,Cassiaticho,Cassiaticum,PROPN,cassiatichus,NOUN
dev-s568,22,pertenentes,pertineo,VERB,perteneo,VERB
dev-s568,23,ecclesie,ecclesia,NOUN,ecclesie,NOUN
dev-s568,24,vestre,uester,DET,vester,DET
dev-s568,25,sancti,sanctus,ADJ,sanctus,ADJ
dev-s568,26,Bartholomei,Bartholomaeus,PROPN,bartholome,PROPN
dev-s568,27,sita,sino,VERB,sino,VERB
dev-s568,28,foras,foras,ADP,foras,ADP
dev-s568,29,civitate,ciuitas,NOUN,civitas,NOUN
dev-s568,30,ista,iste,DET,iste,DET
dev-s568,31,Lucense,lucensis,ADJ,luceo,VERB
dev-s568,32,ubi,ubi,ADV,ubi,SCONJ
dev-s568,33,dicitur,dico,VERB,dico,VERB
dev-s568,34,ad,ad,ADP,ad,ADP
dev-s568,35,Cipriano,Ciprianum,PROPN,ciprianus,NOUN
dev-s568,36,",",",",PUNCT,",",PUNCT
dev-s568,37,que,qui,PRON,que,CCONJ
dev-s568,38,est,sum,AUX,sum,AUX
dev-s568,39,desup,desub,ADP,desup,ADP
dev-s568,40,potestatem,potestas,NOUN,potestas,NOUN
dev-s568,41,ipsius,ipse,DET,ipse,DET
dev-s568,42,episcopatui,episcopatus,NOUN,episcopo,VERB
dev-s568,43,vestro,uester,DET,vester,DET
dev-s568,44,sancti,sanctus,ADJ,sanctus,ADJ
dev-s568,45,Martini,Martinus,PROPN,martinus,PROPN
dev-s568,46,",",",",PUNCT,",",PUNCT
dev-s568,47,tam,tam,ADV,tam,ADV
dev-s568,48,terris,terra,NOUN,terra,NOUN
dev-s568,49,quam,quam,CCONJ,quam,SCONJ
dev-s568,50,et,et,CCONJ,et,CCONJ
dev-s568,51,vineis,uinea,NOUN,vinia,NOUN
dev-s568,52,",",",",PUNCT,",",PUNCT
dev-s568,53,olivis,oliua,NOUN,olio,NOUN
dev-s568,54,",",",",PUNCT,",",PUNCT
dev-s568,55,silvis,silua,NOUN,silvum,NOUN
dev-s568,56,",",",",PUNCT,",",PUNCT
dev-s568,57,virgareis,uirgareum,NOUN,virgareus,ADJ
dev-s568,58,",",",",PUNCT,",",PUNCT
dev-s568,59,cultas,cultus,ADJ,culo,VERB
dev-s568,60,res,res,NOUN,res,NOUN
dev-s568,61,vel,uel,CCONJ,vel,CCONJ
dev-s568,62,incultas,incultus,ADJ,inculo,VERB
dev-s568,63,;,;,PUNCT,;,PUNCT
dev-s743,4,rogatus,rogo,VERB,rogo,VERB
dev-s743,5,ad,ab,ADP,ad,ADP
dev-s743,6,Albolfo,Albolfus,PROPN,albolfus,NOUN
dev-s743,7,clerico,clericus,NOUN,clericus,NOUN
dev-s743,8,",",",",PUNCT,",",PUNCT
dev-s743,9,me,ego,PRON,ego,PRON
dev-s743,10,teste,testis,NOUN,testis,NOUN
dev-s743,11,subscripsi,subscribo,VERB,subscirio,VERB
dev-s743,12,.,.,PUNCT,.,PUNCT
dev-s780,1,ne,ne,PART,ne,SCONJ
dev-s780,2,c,que,CCONJ,c,NUM
dev-s780,3,non,non,PART,non,PART
dev-s780,4,et,et,CCONJ,et,CCONJ
dev-s780,5,dedisti,do,VERB,do,VERB
dev-s780,6,mihi,ego,PRON,ego,PRON
dev-s780,7,",",",",PUNCT,",",PUNCT
dev-s780,8,id,is,PRON,is,PRON
dev-s780,9,est,sum,AUX,sum,AUX
dev-s780,10,una,unus,DET,unus,DET
dev-s780,11,petia,petia,NOUN,petium,NOUN
dev-s780,12,de,de,ADP,de,ADP
dev-s780,13,terra,terra,NOUN,terra,NOUN
dev-s780,14,quod,qui,PRON,qui,PRON
dev-s780,15,est,sum,AUX,sum,AUX
dev-s780,16,silva,silua,NOUN,sileum,NOUN
dev-s780,17,",",",",PUNCT,",",PUNCT
dev-s780,18,in,in,ADP,in,ADP
dev-s780,19,loco,locus,NOUN,locus,NOUN
dev-s780,20,ubi,ubi,ADV,ubi,SCONJ
dev-s780,21,dicitur,dico,VERB,dico,VERB
dev-s780,22,Scharpello,Scarpellum,PROPN,scharpellus,NOUN
dev-s780,23,",",",",PUNCT,",",PUNCT
dev-s780,24,similiter,similiter,ADV,similiter,ADV
dev-s780,25,pertenentes,pertineo,VERB,perteneo,VERB
dev-s780,26,prefate,praefatus,DET,prefas,NOUN
dev-s780,27,ecclesie,ecclesia,NOUN,ecclesie,NOUN
dev-s780,28,sancte,sanctus,ADJ,sancte,ADV
dev-s780,29,Felicite,Felicitas,PROPN,felico,VERB
dev-s780,30,;,;,PUNCT,;,PUNCT
dev-s786,24,ne,ne,PART,ne,SCONJ
dev-s786,25,c,que,CCONJ,ces,NOUN
dev-s786,26,firmitatem,firmitas,NOUN,firmitas,NOUN
dev-s786,27,",",",",PUNCT,",",PUNCT
dev-s786,28,quia,quia,SCONJ,quia,SCONJ
dev-s786,29,taliter,taliter,ADV,taliter,ADV
dev-s786,30,inter,inter,ADP,inter,ADP
dev-s786,31,nos,nos,PRON,nos,PRON
dev-s786,32,convenit,conuenio,VERB,convenio,VERB
dev-s786,33,et,et,CCONJ,et,CCONJ
dev-s786,34,duas,duo,NUM,duo,NUM
dev-s786,35,inter,inter,ADP,inter,ADP
dev-s786,36,nos,nos,PRON,nos,PRON
dev-s786,37,cartulas,chartula,NOUN,cartula,NOUN
dev-s786,38,Rachifonsum,Rachifonsus,PROPN,rachifonsus,ADJ
dev-s786,39,notarium,notarius,NOUN,notaris,ADJ
dev-s786,40,scribere,scribo,VERB,scribo,VERB
dev-s786,41,rogavimus,rogo,VERB,rogo,VERB
dev-s786,42,.,.,PUNCT,.,PUNCT
dev-s822,3,notarius,notarius,NOUN,notarius,ADJ
dev-s822,4,",",",",PUNCT,",",PUNCT
dev-s822,5,rogatus,rogo,VERB,rogo,VERB
dev-s822,6,a,ab,ADP,ab,ADP
dev-s822,7,Gherimundo,Gherimundus,PROPN,gherimundum,NOUN
dev-s822,8,presbitero,presbyter,NOUN,presbiter,NOUN
dev-s822,9,et,et,CCONJ,et,CCONJ
dev-s822,10,Iohannes,Johannes,PROPN,iohannes,PROPN
dev-s822,11,",",",",PUNCT,",",PUNCT
dev-s822,12,me,ego,PRON,ego,PRON
dev-s822,13,teste,testis,NOUN,testis,NOUN
dev-s822,14,subscripsi,subscribo,VERB,subscirio,VERB
dev-s822,15,.,.,PUNCT,.,PUNCT
