"","Gloss","GlossID","WordID","Word","POS","Analysis","Lemma","Language","Glossing","GlossingID","Manuscript"
"","BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'","BCr.27b03","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.04","lucida","ADJ","nom.sg.fem.pos.","lucidus","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BCr"
"","BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'","BCr.27b03","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.05","eo","PRON","abl.sg.neut.","is","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BCr"
"","BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'","BCr.27b03","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.06","quorum","PRON","gen.pl.neut.","qui","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BCr"
"","BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'","BCr.27b03","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.07","lumine","NOUN","abl.sg.neut.","lumen","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BCr"
"","BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'","BCr.27b03","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.08","accepto","VERB","abl.sg.neut.participle.","accipio","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BCr"
"","BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'","BCr.27b03","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.09","per","ADP","","per","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BCr"
"","BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'","BCr.27b03","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.10","arcam","NOUN","acc.sg.fem.","arca","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BCr"
"","BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'","BCr.27b03","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.11","resplendeat","VERB","3sg.pres.subjunctive.act.","resplendeo","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BCr"
"","BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'","BCr.27b03","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.12","sed","CCONJ","","sed","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BCr"
"","BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'","BCr.27b03","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.13","utrum","ADV","","utrum","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BCr"
"","BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'","BCr.27b03","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.14","absidam","NOUN","acc.sg.fem.","absida","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BCr"
"","BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'","BCr.27b03","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.15","an","CCONJ","","an","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BCr"
"","BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'","BCr.27b03","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.16","absidam","NOUN","acc.sg.fem.","absida","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BCr"
"","BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'","BCr.27b03","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.17","dicere","VERB","pres.infinitive.act.","dico","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BCr"
"","BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'","BCr.27b03","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.18","debemus","VERB","1pl.pres.ind.act.","debeo","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BCr"
"","BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'","BCr.27b03","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.19","hic","DET","nom.sg.neut.","hic","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BCr"
"","BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'","BCr.27b03","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.20","uerbi","NOUN","gen.sg.neut.","uerbum","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BCr"
"","BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'","BCr.27b03","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.21","genus","NOUN","acc.sg.neut.","genus","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BCr"
"","BCr.27b03: .id est. absida graece interpretatur lucida eo quorum lumine accepto per arcam resplendeat. sed utrum absidam an absidam dicere debemus hic uerbi genus hic uerbi genus ambiguum quidam doctorum existimant ..,    'i.e. in Greek absida is translated as bright ???'","BCr.27b03","http://gams.uni-graz.at/o:glossvibe.bvi#BCr.27b03.22","hic","DET","nom.sg.neut.","hic","la","gl. circuli absidasShow Parallels","http://gams.uni-graz.at/o:glossvibe.bvi#Jon_297_34a","BCr"
